순번,기준년,기준월,상권코드,상권명,성별코드,성별,시간대코드,시간대,행정동코드,행정동명,유동인구수,시간당 평균 유동인구수,데이터생성일자
2739,2021,10월,7,대주프라자 주변 상권,f,여성,5,야간,3017059600,관저1동,238699.02,34099.86,2022-11-15
2740,2021,10월,7,대주프라자 주변 상권,m,남성,5,야간,3017059600,관저1동,244115.29,34873.61,2022-11-15
2741,2021,10월,7,대주프라자 주변 상권,f,여성,1,출근,3017059700,관저2동,106737.83,53368.92,2022-11-15
2742,2021,10월,7,대주프라자 주변 상권,m,남성,1,출근,3017059700,관저2동,97454.48,48727.24,2022-11-15
2743,2021,10월,7,대주프라자 주변 상권,f,여성,2,주간,3017059700,관저2동,821055.98,91228.44,2022-11-15
2744,2021,10월,7,대주프라자 주변 상권,m,남성,2,주간,3017059700,관저2동,677722.88,75302.54,2022-11-15
2745,2021,10월,7,대주프라자 주변 상권,f,여성,3,퇴근,3017059700,관저2동,224969.38,112484.69,2022-11-15
2746,2021,10월,7,대주프라자 주변 상권,m,남성,3,퇴근,3017059700,관저2동,205658.67,102829.34,2022-11-15
2747,2021,10월,7,대주프라자 주변 상권,f,여성,4,저녁,3017059700,관저2동,439791.56,109947.9,2022-11-15
2748,2021,10월,7,대주프라자 주변 상권,m,남성,4,저녁,3017059700,관저2동,421403.01,105350.76,2022-11-15
2749,2021,10월,7,대주프라자 주변 상권,f,여성,5,야간,3017059700,관저2동,157516.4,22502.34,2022-11-15
2750,2021,10월,7,대주프라자 주변 상권,m,남성,5,야간,3017059700,관저2동,169693.05,24241.86,2022-11-15
2751,2021,10월,8,마치광장골목형상점가 주변 상권,f,여성,1,출근,3017059700,관저2동,52052.53,26026.27,2022-11-15
2752,2021,10월,8,마치광장골목형상점가 주변 상권,m,남성,1,출근,3017059700,관저2동,48476.53,24238.27,2022-11-15
2753,2021,10월,8,마치광장골목형상점가 주변 상권,f,여성,2,주간,3017059700,관저2동,501784.93,55753.88,2022-11-15
2754,2021,10월,8,마치광장골목형상점가 주변 상권,m,남성,2,주간,3017059700,관저2동,415879.7,46208.86,2022-11-15
2755,2021,10월,8,마치광장골목형상점가 주변 상권,f,여성,3,퇴근,3017059700,관저2동,141280.85,70640.43,2022-11-15
2756,2021,10월,8,마치광장골목형상점가 주변 상권,m,남성,3,퇴근,3017059700,관저2동,134264.6,67132.3,2022-11-15
2757,2021,10월,8,마치광장골목형상점가 주변 상권,f,여성,4,저녁,3017059700,관저2동,229298.58,57324.65,2022-11-15
2758,2021,10월,8,마치광장골목형상점가 주변 상권,m,남성,4,저녁,3017059700,관저2동,236900.63,59225.16,2022-11-15
2759,2021,10월,8,마치광장골목형상점가 주변 상권,f,여성,5,야간,3017059700,관저2동,81878.44,11696.92,2022-11-15
2760,2021,10월,8,마치광장골목형상점가 주변 상권,m,남성,5,야간,3017059700,관저2동,90319.01,12902.71,2022-11-15
2761,2021,10월,9,둔산3동상점가 주변 상권,f,여성,1,출근,3017055500,탄방동,8862.84,4431.42,2022-11-15
2762,2021,10월,9,둔산3동상점가 주변 상권,m,남성,1,출근,3017055500,탄방동,11037.43,5518.72,2022-11-15
2763,2021,10월,9,둔산3동상점가 주변 상권,f,여성,2,주간,3017055500,탄방동,60108.98,6678.78,2022-11-15
2764,2021,10월,9,둔산3동상점가 주변 상권,m,남성,2,주간,3017055500,탄방동,69006.84,7667.43,2022-11-15
2765,2021,10월,9,둔산3동상점가 주변 상권,f,여성,3,퇴근,3017055500,탄방동,16652.86,8326.43,2022-11-15
2766,2021,10월,9,둔산3동상점가 주변 상권,m,남성,3,퇴근,3017055500,탄방동,19549,9774.5,2022-11-15
2767,2021,10월,9,둔산3동상점가 주변 상권,f,여성,4,저녁,3017055500,탄방동,36410.63,9102.67,2022-11-15
2768,2021,10월,9,둔산3동상점가 주변 상권,m,남성,4,저녁,3017055500,탄방동,43008.03,10752.02,2022-11-15
2769,2021,10월,9,둔산3동상점가 주변 상권,f,여성,5,야간,3017055500,탄방동,18610.81,2658.69,2022-11-15
2770,2021,10월,9,둔산3동상점가 주변 상권,m,남성,5,야간,3017055500,탄방동,24100.64,3442.95,2022-11-15
2771,2021,10월,9,둔산3동상점가 주변 상권,f,여성,1,출근,3017066000,둔산3동,21372.07,10686.04,2022-11-15
2772,2021,10월,9,둔산3동상점가 주변 상권,m,남성,1,출근,3017066000,둔산3동,18050.66,9025.33,2022-11-15
2773,2021,10월,9,둔산3동상점가 주변 상권,f,여성,2,주간,3017066000,둔산3동,156327.71,17369.74,2022-11-15
2774,2021,10월,9,둔산3동상점가 주변 상권,m,남성,2,주간,3017066000,둔산3동,126321.18,14035.69,2022-11-15
2775,2021,10월,9,둔산3동상점가 주변 상권,f,여성,3,퇴근,3017066000,둔산3동,42903.16,21451.58,2022-11-15
2776,2021,10월,9,둔산3동상점가 주변 상권,m,남성,3,퇴근,3017066000,둔산3동,39288.59,19644.3,2022-11-15
2777,2021,10월,9,둔산3동상점가 주변 상권,f,여성,4,저녁,3017066000,둔산3동,89158.33,22289.59,2022-11-15
2778,2021,10월,9,둔산3동상점가 주변 상권,m,남성,4,저녁,3017066000,둔산3동,80853.21,20213.32,2022-11-15
2779,2021,10월,9,둔산3동상점가 주변 상권,f,여성,5,야간,3017066000,둔산3동,34889.47,4984.21,2022-11-15
2780,2021,10월,9,둔산3동상점가 주변 상권,m,남성,5,야간,3017066000,둔산3동,36130.67,5161.52,2022-11-15
2781,2021,10월,10,도마큰시장 주변 상권,f,여성,1,출근,3017052000,도마1동,18838.07,9419.04,2022-11-15
2782,2021,10월,10,도마큰시장 주변 상권,m,남성,1,출근,3017052000,도마1동,22982.84,11491.42,2022-11-15
2783,2021,10월,10,도마큰시장 주변 상권,f,여성,2,주간,3017052000,도마1동,227311.08,25256.78,2022-11-15
2784,2021,10월,10,도마큰시장 주변 상권,m,남성,2,주간,3017052000,도마1동,206642.25,22960.25,2022-11-15
2785,2021,10월,10,도마큰시장 주변 상권,f,여성,3,퇴근,3017052000,도마1동,35160.44,17580.22,2022-11-15
2786,2021,10월,10,도마큰시장 주변 상권,m,남성,3,퇴근,3017052000,도마1동,36988.17,18494.09,2022-11-15
2787,2021,10월,10,도마큰시장 주변 상권,f,여성,4,저녁,3017052000,도마1동,50487.44,12621.87,2022-11-15
2788,2021,10월,10,도마큰시장 주변 상권,m,남성,4,저녁,3017052000,도마1동,53458.32,13364.6,2022-11-15
2789,2021,10월,10,도마큰시장 주변 상권,f,여성,5,야간,3017052000,도마1동,20624.25,2946.32,2022-11-15
2790,2021,10월,10,도마큰시장 주변 상권,m,남성,5,야간,3017052000,도마1동,27203.41,3886.2,2022-11-15
2791,2021,10월,10,도마큰시장 주변 상권,f,여성,1,출근,3017053000,도마2동,738.17,369.09,2022-11-15
2792,2021,10월,10,도마큰시장 주변 상권,m,남성,1,출근,3017053000,도마2동,966.23,483.12,2022-11-15
2793,2021,10월,10,도마큰시장 주변 상권,f,여성,2,주간,3017053000,도마2동,10056.86,1117.43,2022-11-15
2794,2021,10월,10,도마큰시장 주변 상권,m,남성,2,주간,3017053000,도마2동,9441.5,1049.06,2022-11-15
2795,2021,10월,10,도마큰시장 주변 상권,f,여성,3,퇴근,3017053000,도마2동,1402.85,701.43,2022-11-15
2796,2021,10월,10,도마큰시장 주변 상권,m,남성,3,퇴근,3017053000,도마2동,1639.88,819.94,2022-11-15
2797,2021,10월,10,도마큰시장 주변 상권,f,여성,4,저녁,3017053000,도마2동,1731.04,432.77,2022-11-15
2798,2021,10월,10,도마큰시장 주변 상권,m,남성,4,저녁,3017053000,도마2동,2111.45,527.88,2022-11-15
2799,2021,10월,10,도마큰시장 주변 상권,f,여성,5,야간,3017053000,도마2동,703.43,100.49,2022-11-15
2800,2021,10월,10,도마큰시장 주변 상권,m,남성,5,야간,3017053000,도마2동,1151.16,164.45,2022-11-15
2801,2021,10월,11,이마트 트레이더스 월평점 주변 상권,f,여성,1,출근,3017058600,월평1동,25878.23,12939.12,2022-11-15
2802,2021,10월,11,이마트 트레이더스 월평점 주변 상권,m,남성,1,출근,3017058600,월평1동,34096.33,17048.17,2022-11-15
2803,2021,10월,11,이마트 트레이더스 월평점 주변 상권,f,여성,2,주간,3017058600,월평1동,194178.58,21575.4,2022-11-15
2804,2021,10월,11,이마트 트레이더스 월평점 주변 상권,m,남성,2,주간,3017058600,월평1동,244456.75,27161.86,2022-11-15
2805,2021,10월,11,이마트 트레이더스 월평점 주변 상권,f,여성,3,퇴근,3017058600,월평1동,58224.87,29112.44,2022-11-15
2806,2021,10월,11,이마트 트레이더스 월평점 주변 상권,m,남성,3,퇴근,3017058600,월평1동,76219.64,38109.82,2022-11-15
2807,2021,10월,11,이마트 트레이더스 월평점 주변 상권,f,여성,4,저녁,3017058600,월평1동,110294.8,27573.71,2022-11-15
2808,2021,10월,11,이마트 트레이더스 월평점 주변 상권,m,남성,4,저녁,3017058600,월평1동,147990.33,36997.59,2022-11-15
2809,2021,10월,11,이마트 트레이더스 월평점 주변 상권,f,여성,5,야간,3017058600,월평1동,59604.46,8514.92,2022-11-15
2810,2021,10월,11,이마트 트레이더스 월평점 주변 상권,m,남성,5,야간,3017058600,월평1동,86106.39,12300.92,2022-11-15
2811,2021,10월,11,이마트 트레이더스 월평점 주변 상권,f,여성,1,출근,3017058800,월평3동,5193.04,2596.52,2022-11-15
2812,2021,10월,11,이마트 트레이더스 월평점 주변 상권,m,남성,1,출근,3017058800,월평3동,5981.68,2990.84,2022-11-15
2813,2021,10월,11,이마트 트레이더스 월평점 주변 상권,f,여성,2,주간,3017058800,월평3동,35741.17,3971.24,2022-11-15
2814,2021,10월,11,이마트 트레이더스 월평점 주변 상권,m,남성,2,주간,3017058800,월평3동,37668.36,4185.37,2022-11-15
2815,2021,10월,11,이마트 트레이더스 월평점 주변 상권,f,여성,3,퇴근,3017058800,월평3동,10524.06,5262.03,2022-11-15
2816,2021,10월,11,이마트 트레이더스 월평점 주변 상권,m,남성,3,퇴근,3017058800,월평3동,11426.09,5713.05,2022-11-15
2817,2021,10월,11,이마트 트레이더스 월평점 주변 상권,f,여성,4,저녁,3017058800,월평3동,20929.46,5232.37,2022-11-15
2818,2021,10월,11,이마트 트레이더스 월평점 주변 상권,m,남성,4,저녁,3017058800,월평3동,23417.61,5854.41,2022-11-15
2819,2021,10월,11,이마트 트레이더스 월평점 주변 상권,f,여성,5,야간,3017058800,월평3동,8899.38,1271.34,2022-11-15
2820,2021,10월,11,이마트 트레이더스 월평점 주변 상권,m,남성,5,야간,3017058800,월평3동,11827.62,1689.66,2022-11-15
2821,2021,10월,12,세이디에스탄방점 주변 상권,f,여성,1,출근,3017055500,탄방동,44298.14,22149.07,2022-11-15
2822,2021,10월,12,세이디에스탄방점 주변 상권,m,남성,1,출근,3017055500,탄방동,40626.14,20313.07,2022-11-15
2823,2021,10월,12,세이디에스탄방점 주변 상권,f,여성,2,주간,3017055500,탄방동,454201.81,50466.87,2022-11-15
2824,2021,10월,12,세이디에스탄방점 주변 상권,m,남성,2,주간,3017055500,탄방동,378931.44,42103.5,2022-11-15
2825,2021,10월,12,세이디에스탄방점 주변 상권,f,여성,3,퇴근,3017055500,탄방동,118144.47,59072.24,2022-11-15
2826,2021,10월,12,세이디에스탄방점 주변 상권,m,남성,3,퇴근,3017055500,탄방동,107047.95,53523.98,2022-11-15
2827,2021,10월,12,세이디에스탄방점 주변 상권,f,여성,4,저녁,3017055500,탄방동,187744.25,46936.07,2022-11-15
2828,2021,10월,12,세이디에스탄방점 주변 상권,m,남성,4,저녁,3017055500,탄방동,177606.02,44401.52,2022-11-15
2829,2021,10월,12,세이디에스탄방점 주변 상권,f,여성,5,야간,3017055500,탄방동,65175.82,9310.83,2022-11-15
2830,2021,10월,12,세이디에스탄방점 주변 상권,m,남성,5,야간,3017055500,탄방동,68102.51,9728.93,2022-11-15
2831,2021,10월,12,세이디에스탄방점 주변 상권,f,여성,1,출근,3017063000,둔산1동,15111.55,7555.78,2022-11-15
2832,2021,10월,12,세이디에스탄방점 주변 상권,m,남성,1,출근,3017063000,둔산1동,15438.55,7719.28,2022-11-15
2833,2021,10월,12,세이디에스탄방점 주변 상권,f,여성,2,주간,3017063000,둔산1동,176258.42,19584.27,2022-11-15
2834,2021,10월,12,세이디에스탄방점 주변 상권,m,남성,2,주간,3017063000,둔산1동,158476.58,17608.51,2022-11-15
2835,2021,10월,12,세이디에스탄방점 주변 상권,f,여성,3,퇴근,3017063000,둔산1동,42878.45,21439.23,2022-11-15
2836,2021,10월,12,세이디에스탄방점 주변 상권,m,남성,3,퇴근,3017063000,둔산1동,44650.49,22325.25,2022-11-15
2837,2021,10월,12,세이디에스탄방점 주변 상권,f,여성,4,저녁,3017063000,둔산1동,55599.83,13899.97,2022-11-15
2838,2021,10월,12,세이디에스탄방점 주변 상권,m,남성,4,저녁,3017063000,둔산1동,64179.03,16044.77,2022-11-15
2839,2021,10월,12,세이디에스탄방점 주변 상권,f,여성,5,야간,3017063000,둔산1동,21314.34,3044.91,2022-11-15
2840,2021,10월,12,세이디에스탄방점 주변 상권,m,남성,5,야간,3017063000,둔산1동,26365.49,3766.5,2022-11-15
2841,2021,10월,13,대전시청역 주변 상권,f,여성,1,출근,3017055500,탄방동,3846.74,1923.37,2022-11-15
2842,2021,10월,13,대전시청역 주변 상권,m,남성,1,출근,3017055500,탄방동,4333.59,2166.8,2022-11-15
2843,2021,10월,13,대전시청역 주변 상권,f,여성,2,주간,3017055500,탄방동,51762.44,5751.38,2022-11-15
2844,2021,10월,13,대전시청역 주변 상권,m,남성,2,주간,3017055500,탄방동,48717.18,5413.02,2022-11-15
2845,2021,10월,13,대전시청역 주변 상권,f,여성,3,퇴근,3017055500,탄방동,11024.61,5512.31,2022-11-15
2846,2021,10월,13,대전시청역 주변 상권,m,남성,3,퇴근,3017055500,탄방동,11533.35,5766.68,2022-11-15
2847,2021,10월,13,대전시청역 주변 상권,f,여성,4,저녁,3017055500,탄방동,12698.63,3174.67,2022-11-15
2848,2021,10월,13,대전시청역 주변 상권,m,남성,4,저녁,3017055500,탄방동,14974.29,3743.59,2022-11-15
2849,2021,10월,13,대전시청역 주변 상권,f,여성,5,야간,3017055500,탄방동,4333.31,619.04,2022-11-15
2850,2021,10월,13,대전시청역 주변 상권,m,남성,5,야간,3017055500,탄방동,5661.83,808.83,2022-11-15
2851,2021,10월,13,대전시청역 주변 상권,f,여성,1,출근,3017063000,둔산1동,60474.37,30237.19,2022-11-15
2852,2021,10월,13,대전시청역 주변 상권,m,남성,1,출근,3017063000,둔산1동,73336.04,36668.02,2022-11-15
2853,2021,10월,13,대전시청역 주변 상권,f,여성,2,주간,3017063000,둔산1동,776552.39,86283.6,2022-11-15
2854,2021,10월,13,대전시청역 주변 상권,m,남성,2,주간,3017063000,둔산1동,741608.68,82400.97,2022-11-15
2855,2021,10월,13,대전시청역 주변 상권,f,여성,3,퇴근,3017063000,둔산1동,165050.75,82525.38,2022-11-15
2856,2021,10월,13,대전시청역 주변 상권,m,남성,3,퇴근,3017063000,둔산1동,175546.47,87773.24,2022-11-15
2857,2021,10월,13,대전시청역 주변 상권,f,여성,4,저녁,3017063000,둔산1동,189456.89,47364.23,2022-11-15
2858,2021,10월,13,대전시청역 주변 상권,m,남성,4,저녁,3017063000,둔산1동,228209.49,57052.38,2022-11-15
2859,2021,10월,13,대전시청역 주변 상권,f,여성,5,야간,3017063000,둔산1동,64982.42,9283.2,2022-11-15
2860,2021,10월,13,대전시청역 주변 상권,m,남성,5,야간,3017063000,둔산1동,98522.17,14074.6,2022-11-15
2861,2021,10월,13,대전시청역 주변 상권,f,여성,1,출근,3017064000,둔산2동,439.21,219.61,2022-11-15
2862,2021,10월,13,대전시청역 주변 상권,m,남성,1,출근,3017064000,둔산2동,658.33,329.17,2022-11-15
2863,2021,10월,13,대전시청역 주변 상권,f,여성,2,주간,3017064000,둔산2동,5304.99,589.44,2022-11-15
2864,2021,10월,13,대전시청역 주변 상권,m,남성,2,주간,3017064000,둔산2동,5813.72,645.97,2022-11-15
2865,2021,10월,13,대전시청역 주변 상권,f,여성,3,퇴근,3017064000,둔산2동,789.93,394.97,2022-11-15
2866,2021,10월,13,대전시청역 주변 상권,m,남성,3,퇴근,3017064000,둔산2동,967.61,483.81,2022-11-15
2867,2021,10월,13,대전시청역 주변 상권,f,여성,4,저녁,3017064000,둔산2동,783.13,195.8,2022-11-15
2868,2021,10월,13,대전시청역 주변 상권,m,남성,4,저녁,3017064000,둔산2동,1150.49,287.64,2022-11-15
2869,2021,10월,13,대전시청역 주변 상권,f,여성,5,야간,3017064000,둔산2동,348.94,49.85,2022-11-15
2870,2021,10월,13,대전시청역 주변 상권,m,남성,5,야간,3017064000,둔산2동,689.61,98.52,2022-11-15
2871,2021,10월,14,서구 보건소 주변 상권,f,여성,1,출근,3017058700,월평2동,372.15,186.08,2022-11-15
2872,2021,10월,14,서구 보건소 주변 상권,m,남성,1,출근,3017058700,월평2동,439.73,219.87,2022-11-15
2873,2021,10월,14,서구 보건소 주변 상권,f,여성,2,주간,3017058700,월평2동,2941.63,326.85,2022-11-15
2874,2021,10월,14,서구 보건소 주변 상권,m,남성,2,주간,3017058700,월평2동,3212.57,356.95,2022-11-15
2875,2021,10월,14,서구 보건소 주변 상권,f,여성,3,퇴근,3017058700,월평2동,781.13,390.57,2022-11-15
2876,2021,10월,14,서구 보건소 주변 상권,m,남성,3,퇴근,3017058700,월평2동,824.22,412.11,2022-11-15
2877,2021,10월,14,서구 보건소 주변 상권,f,여성,4,저녁,3017058700,월평2동,1245.16,311.3,2022-11-15
2878,2021,10월,14,서구 보건소 주변 상권,m,남성,4,저녁,3017058700,월평2동,1317.63,329.42,2022-11-15
2879,2021,10월,14,서구 보건소 주변 상권,f,여성,5,야간,3017058700,월평2동,434.89,62.13,2022-11-15
2880,2021,10월,14,서구 보건소 주변 상권,m,남성,5,야간,3017058700,월평2동,534.78,76.4,2022-11-15
2881,2021,10월,14,서구 보건소 주변 상권,f,여성,1,출근,3017064000,둔산2동,1118.38,559.19,2022-11-15
2882,2021,10월,14,서구 보건소 주변 상권,m,남성,1,출근,3017064000,둔산2동,1374.21,687.11,2022-11-15
2883,2021,10월,14,서구 보건소 주변 상권,f,여성,2,주간,3017064000,둔산2동,10348.21,1149.8,2022-11-15
2884,2021,10월,14,서구 보건소 주변 상권,m,남성,2,주간,3017064000,둔산2동,11320.48,1257.83,2022-11-15
2885,2021,10월,14,서구 보건소 주변 상권,f,여성,3,퇴근,3017064000,둔산2동,2601.57,1300.79,2022-11-15
2886,2021,10월,14,서구 보건소 주변 상권,m,남성,3,퇴근,3017064000,둔산2동,2727.79,1363.9,2022-11-15
2887,2021,10월,14,서구 보건소 주변 상권,f,여성,4,저녁,3017064000,둔산2동,3821.33,955.35,2022-11-15
2888,2021,10월,14,서구 보건소 주변 상권,m,남성,4,저녁,3017064000,둔산2동,4158.24,1039.57,2022-11-15
2889,2021,10월,14,서구 보건소 주변 상권,f,여성,5,야간,3017064000,둔산2동,1201.57,171.66,2022-11-15
2890,2021,10월,14,서구 보건소 주변 상권,m,남성,5,야간,3017064000,둔산2동,1581.55,225.93,2022-11-15
2891,2021,10월,14,서구 보건소 주변 상권,f,여성,1,출근,3017065000,만년동,30822.01,15411.01,2022-11-15
2892,2021,10월,14,서구 보건소 주변 상권,m,남성,1,출근,3017065000,만년동,35645.29,17822.65,2022-11-15
2893,2021,10월,14,서구 보건소 주변 상권,f,여성,2,주간,3017065000,만년동,338973.18,37663.69,2022-11-15
2894,2021,10월,14,서구 보건소 주변 상권,m,남성,2,주간,3017065000,만년동,357255.31,39695.03,2022-11-15
2895,2021,10월,14,서구 보건소 주변 상권,f,여성,3,퇴근,3017065000,만년동,76553.03,38276.52,2022-11-15
2896,2021,10월,14,서구 보건소 주변 상권,m,남성,3,퇴근,3017065000,만년동,81073.64,40536.82,2022-11-15
2897,2021,10월,14,서구 보건소 주변 상권,f,여성,4,저녁,3017065000,만년동,115431.08,28857.78,2022-11-15
2898,2021,10월,14,서구 보건소 주변 상권,m,남성,4,저녁,3017065000,만년동,117246.12,29311.54,2022-11-15
2899,2021,10월,14,서구 보건소 주변 상권,f,여성,5,야간,3017065000,만년동,41329.31,5904.19,2022-11-15
2900,2021,10월,14,서구 보건소 주변 상권,m,남성,5,야간,3017065000,만년동,50870.49,7267.21,2022-11-15
2901,2021,11월,1,가수원상점가 주변 상권,f,여성,1,출근,3017059000,가수원동,22250.88,11125.44,2022-11-15
2902,2021,11월,1,가수원상점가 주변 상권,m,남성,1,출근,3017059000,가수원동,23772.89,11886.45,2022-11-15
2903,2021,11월,1,가수원상점가 주변 상권,f,여성,2,주간,3017059000,가수원동,165044.84,18338.32,2022-11-15
2904,2021,11월,1,가수원상점가 주변 상권,m,남성,2,주간,3017059000,가수원동,163626.45,18180.71,2022-11-15
2905,2021,11월,1,가수원상점가 주변 상권,f,여성,3,퇴근,3017059000,가수원동,44761.8,22380.9,2022-11-15
2906,2021,11월,1,가수원상점가 주변 상권,m,남성,3,퇴근,3017059000,가수원동,44033.72,22016.86,2022-11-15
2907,2021,11월,1,가수원상점가 주변 상권,f,여성,4,저녁,3017059000,가수원동,88424.32,22106.09,2022-11-15
2908,2021,11월,1,가수원상점가 주변 상권,m,남성,4,저녁,3017059000,가수원동,82769.09,20692.29,2022-11-15
2909,2021,11월,1,가수원상점가 주변 상권,f,여성,5,야간,3017059000,가수원동,38450.76,5492.97,2022-11-15
2910,2021,11월,1,가수원상점가 주변 상권,m,남성,5,야간,3017059000,가수원동,40718.97,5817,2022-11-15
2911,2021,11월,2,한민시장 주변 상권,f,여성,1,출근,3017056000,괴정동,27219.21,13609.61,2022-11-15
2912,2021,11월,2,한민시장 주변 상권,m,남성,1,출근,3017056000,괴정동,24145.49,12072.75,2022-11-15
2913,2021,11월,2,한민시장 주변 상권,f,여성,2,주간,3017056000,괴정동,204863.58,22762.62,2022-11-15
2914,2021,11월,2,한민시장 주변 상권,m,남성,2,주간,3017056000,괴정동,170360.72,18928.97,2022-11-15
2915,2021,11월,2,한민시장 주변 상권,f,여성,3,퇴근,3017056000,괴정동,58613.83,29306.92,2022-11-15
2916,2021,11월,2,한민시장 주변 상권,m,남성,3,퇴근,3017056000,괴정동,58498.52,29249.26,2022-11-15
2917,2021,11월,2,한민시장 주변 상권,f,여성,4,저녁,3017056000,괴정동,111994.92,27998.74,2022-11-15
2918,2021,11월,2,한민시장 주변 상권,m,남성,4,저녁,3017056000,괴정동,115617.95,28904.5,2022-11-15
2919,2021,11월,2,한민시장 주변 상권,f,여성,5,야간,3017056000,괴정동,51629.11,7375.59,2022-11-15
2920,2021,11월,2,한민시장 주변 상권,m,남성,5,야간,3017056000,괴정동,50855.72,7265.1,2022-11-15
2921,2021,11월,2,한민시장 주변 상권,f,여성,1,출근,3017057000,가장동,41178.08,20589.04,2022-11-15
2922,2021,11월,2,한민시장 주변 상권,m,남성,1,출근,3017057000,가장동,33795.58,16897.79,2022-11-15
2923,2021,11월,2,한민시장 주변 상권,f,여성,2,주간,3017057000,가장동,211193.54,23465.95,2022-11-15
2924,2021,11월,2,한민시장 주변 상권,m,남성,2,주간,3017057000,가장동,159886.05,17765.12,2022-11-15
2925,2021,11월,2,한민시장 주변 상권,f,여성,3,퇴근,3017057000,가장동,62166.97,31083.49,2022-11-15
2926,2021,11월,2,한민시장 주변 상권,m,남성,3,퇴근,3017057000,가장동,48935.36,24467.68,2022-11-15
2927,2021,11월,2,한민시장 주변 상권,f,여성,4,저녁,3017057000,가장동,135558.57,33889.65,2022-11-15
2928,2021,11월,2,한민시장 주변 상권,m,남성,4,저녁,3017057000,가장동,113440.98,28360.26,2022-11-15
2929,2021,11월,2,한민시장 주변 상권,f,여성,5,야간,3017057000,가장동,86103.31,12300.47,2022-11-15
2930,2021,11월,2,한민시장 주변 상권,m,남성,5,야간,3017057000,가장동,83723.62,11960.52,2022-11-15
2931,2021,11월,2,한민시장 주변 상권,f,여성,1,출근,3017057500,내동,4738.48,2369.24,2022-11-15
2932,2021,11월,2,한민시장 주변 상권,m,남성,1,출근,3017057500,내동,4166.7,2083.35,2022-11-15
2933,2021,11월,2,한민시장 주변 상권,f,여성,2,주간,3017057500,내동,29583.85,3287.1,2022-11-15
2934,2021,11월,2,한민시장 주변 상권,m,남성,2,주간,3017057500,내동,23368.2,2596.47,2022-11-15
2935,2021,11월,2,한민시장 주변 상권,f,여성,3,퇴근,3017057500,내동,8909.49,4454.75,2022-11-15
2936,2021,11월,2,한민시장 주변 상권,m,남성,3,퇴근,3017057500,내동,7198.07,3599.04,2022-11-15
2937,2021,11월,2,한민시장 주변 상권,f,여성,4,저녁,3017057500,내동,18979.15,4744.8,2022-11-15
2938,2021,11월,2,한민시장 주변 상권,m,남성,4,저녁,3017057500,내동,16418.54,4104.65,2022-11-15
2939,2021,11월,2,한민시장 주변 상권,f,여성,5,야간,3017057500,내동,8518.15,1216.88,2022-11-15
2940,2021,11월,2,한민시장 주변 상권,m,남성,5,야간,3017057500,내동,9364.63,1337.81,2022-11-15
2941,2021,11월,3,롯데백화점 주변 상권,f,여성,1,출근,3017055000,용문동,9315.3,4657.65,2022-11-15
2942,2021,11월,3,롯데백화점 주변 상권,m,남성,1,출근,3017055000,용문동,8789.83,4394.92,2022-11-15
2943,2021,11월,3,롯데백화점 주변 상권,f,여성,2,주간,3017055000,용문동,70062.61,7784.74,2022-11-15
2944,2021,11월,3,롯데백화점 주변 상권,m,남성,2,주간,3017055000,용문동,58898.75,6544.31,2022-11-15
2945,2021,11월,3,롯데백화점 주변 상권,f,여성,3,퇴근,3017055000,용문동,17626.71,8813.36,2022-11-15
2946,2021,11월,3,롯데백화점 주변 상권,m,남성,3,퇴근,3017055000,용문동,16296.1,8148.05,2022-11-15
2947,2021,11월,3,롯데백화점 주변 상권,f,여성,4,저녁,3017055000,용문동,36208.21,9052.07,2022-11-15
2948,2021,11월,3,롯데백화점 주변 상권,m,남성,4,저녁,3017055000,용문동,34608.26,8652.08,2022-11-15
2949,2021,11월,3,롯데백화점 주변 상권,f,여성,5,야간,3017055000,용문동,20476.61,2925.23,2022-11-15
2950,2021,11월,3,롯데백화점 주변 상권,m,남성,5,야간,3017055000,용문동,24281.3,3468.76,2022-11-15
2951,2021,11월,3,롯데백화점 주변 상권,f,여성,1,출근,3017055500,탄방동,24654.13,12327.07,2022-11-15
2952,2021,11월,3,롯데백화점 주변 상권,m,남성,1,출근,3017055500,탄방동,21559.13,10779.57,2022-11-15
2953,2021,11월,3,롯데백화점 주변 상권,f,여성,2,주간,3017055500,탄방동,187604.02,20844.89,2022-11-15
2954,2021,11월,3,롯데백화점 주변 상권,m,남성,2,주간,3017055500,탄방동,148520.75,16502.31,2022-11-15
2955,2021,11월,3,롯데백화점 주변 상권,f,여성,3,퇴근,3017055500,탄방동,45725.29,22862.65,2022-11-15
2956,2021,11월,3,롯데백화점 주변 상권,m,남성,3,퇴근,3017055500,탄방동,36438.33,18219.17,2022-11-15
2957,2021,11월,3,롯데백화점 주변 상권,f,여성,4,저녁,3017055500,탄방동,89065.74,22266.45,2022-11-15
2958,2021,11월,3,롯데백화점 주변 상권,m,남성,4,저녁,3017055500,탄방동,72631.22,18157.82,2022-11-15
2959,2021,11월,3,롯데백화점 주변 상권,f,여성,5,야간,3017055500,탄방동,37579.95,5368.56,2022-11-15
2960,2021,11월,3,롯데백화점 주변 상권,m,남성,5,야간,3017055500,탄방동,36761.14,5251.59,2022-11-15
2961,2021,11월,3,롯데백화점 주변 상권,f,여성,1,출근,3017056000,괴정동,21180.1,10590.05,2022-11-15
2962,2021,11월,3,롯데백화점 주변 상권,m,남성,1,출근,3017056000,괴정동,19965.66,9982.83,2022-11-15
