순번,기준년,기준월,상권코드,상권명,성별코드,성별,시간대코드,시간대,행정동코드,행정동명,유동인구수,시간당 평균 유동인구수,데이터생성일자
997,2021,04월,7,대주프라자 주변 상권,f,여성,4,저녁,3017059600,관저1동,533741.86,133435.48,2022-11-15
998,2021,04월,7,대주프라자 주변 상권,m,남성,4,저녁,3017059600,관저1동,500196.6,125049.16,2022-11-15
999,2021,04월,7,대주프라자 주변 상권,f,여성,5,야간,3017059600,관저1동,226177.86,32311.12,2022-11-15
1000,2021,04월,7,대주프라자 주변 상권,m,남성,5,야간,3017059600,관저1동,234629.72,33518.53,2022-11-15
1001,2021,04월,7,대주프라자 주변 상권,f,여성,1,출근,3017059700,관저2동,101349.92,50674.96,2022-11-15
1002,2021,04월,7,대주프라자 주변 상권,m,남성,1,출근,3017059700,관저2동,94829.66,47414.83,2022-11-15
1003,2021,04월,7,대주프라자 주변 상권,f,여성,2,주간,3017059700,관저2동,800488.31,88943.15,2022-11-15
1004,2021,04월,7,대주프라자 주변 상권,m,남성,2,주간,3017059700,관저2동,649081.5,72120.17,2022-11-15
1005,2021,04월,7,대주프라자 주변 상권,f,여성,3,퇴근,3017059700,관저2동,218054.86,109027.43,2022-11-15
1006,2021,04월,7,대주프라자 주변 상권,m,남성,3,퇴근,3017059700,관저2동,199765,99882.5,2022-11-15
1007,2021,04월,7,대주프라자 주변 상권,f,여성,4,저녁,3017059700,관저2동,422510.13,105627.55,2022-11-15
1008,2021,04월,7,대주프라자 주변 상권,m,남성,4,저녁,3017059700,관저2동,410669.73,102667.45,2022-11-15
1009,2021,04월,7,대주프라자 주변 상권,f,여성,5,야간,3017059700,관저2동,156203.34,22314.76,2022-11-15
1010,2021,04월,7,대주프라자 주변 상권,m,남성,5,야간,3017059700,관저2동,171723.01,24531.86,2022-11-15
1011,2021,04월,8,마치광장골목형상점가 주변 상권,f,여성,1,출근,3017059700,관저2동,48641.18,24320.59,2022-11-15
1012,2021,04월,8,마치광장골목형상점가 주변 상권,m,남성,1,출근,3017059700,관저2동,46245.83,23122.92,2022-11-15
1013,2021,04월,8,마치광장골목형상점가 주변 상권,f,여성,2,주간,3017059700,관저2동,460881.7,51209.08,2022-11-15
1014,2021,04월,8,마치광장골목형상점가 주변 상권,m,남성,2,주간,3017059700,관저2동,377067.67,41896.41,2022-11-15
1015,2021,04월,8,마치광장골목형상점가 주변 상권,f,여성,3,퇴근,3017059700,관저2동,127678.45,63839.23,2022-11-15
1016,2021,04월,8,마치광장골목형상점가 주변 상권,m,남성,3,퇴근,3017059700,관저2동,122436.84,61218.42,2022-11-15
1017,2021,04월,8,마치광장골목형상점가 주변 상권,f,여성,4,저녁,3017059700,관저2동,212492.91,53123.23,2022-11-15
1018,2021,04월,8,마치광장골목형상점가 주변 상권,m,남성,4,저녁,3017059700,관저2동,221884.56,55471.14,2022-11-15
1019,2021,04월,8,마치광장골목형상점가 주변 상권,f,여성,5,야간,3017059700,관저2동,77758.58,11108.37,2022-11-15
1020,2021,04월,8,마치광장골목형상점가 주변 상권,m,남성,5,야간,3017059700,관저2동,88936.55,12705.22,2022-11-15
1021,2021,04월,9,둔산3동상점가 주변 상권,f,여성,1,출근,3017055500,탄방동,8827.6,4413.8,2022-11-15
1022,2021,04월,9,둔산3동상점가 주변 상권,m,남성,1,출근,3017055500,탄방동,11080.28,5540.14,2022-11-15
1023,2021,04월,9,둔산3동상점가 주변 상권,f,여성,2,주간,3017055500,탄방동,62269.96,6918.88,2022-11-15
1024,2021,04월,9,둔산3동상점가 주변 상권,m,남성,2,주간,3017055500,탄방동,70581.22,7842.36,2022-11-15
1025,2021,04월,9,둔산3동상점가 주변 상권,f,여성,3,퇴근,3017055500,탄방동,18533.04,9266.52,2022-11-15
1026,2021,04월,9,둔산3동상점가 주변 상권,m,남성,3,퇴근,3017055500,탄방동,21036.48,10518.24,2022-11-15
1027,2021,04월,9,둔산3동상점가 주변 상권,f,여성,4,저녁,3017055500,탄방동,39860.06,9965.03,2022-11-15
1028,2021,04월,9,둔산3동상점가 주변 상권,m,남성,4,저녁,3017055500,탄방동,46595.07,11648.78,2022-11-15
1029,2021,04월,9,둔산3동상점가 주변 상권,f,여성,5,야간,3017055500,탄방동,16987.66,2426.81,2022-11-15
1030,2021,04월,9,둔산3동상점가 주변 상권,m,남성,5,야간,3017055500,탄방동,22734.65,3247.81,2022-11-15
1031,2021,04월,9,둔산3동상점가 주변 상권,f,여성,1,출근,3017066000,둔산3동,18376.84,9188.42,2022-11-15
1032,2021,04월,9,둔산3동상점가 주변 상권,m,남성,1,출근,3017066000,둔산3동,17216.85,8608.43,2022-11-15
1033,2021,04월,9,둔산3동상점가 주변 상권,f,여성,2,주간,3017066000,둔산3동,139122.74,15458.08,2022-11-15
1034,2021,04월,9,둔산3동상점가 주변 상권,m,남성,2,주간,3017066000,둔산3동,115564.76,12840.53,2022-11-15
1035,2021,04월,9,둔산3동상점가 주변 상권,f,여성,3,퇴근,3017066000,둔산3동,40856.65,20428.33,2022-11-15
1036,2021,04월,9,둔산3동상점가 주변 상권,m,남성,3,퇴근,3017066000,둔산3동,38105.08,19052.54,2022-11-15
1037,2021,04월,9,둔산3동상점가 주변 상권,f,여성,4,저녁,3017066000,둔산3동,83593.83,20898.47,2022-11-15
1038,2021,04월,9,둔산3동상점가 주변 상권,m,남성,4,저녁,3017066000,둔산3동,80228.72,20057.19,2022-11-15
1039,2021,04월,9,둔산3동상점가 주변 상권,f,여성,5,야간,3017066000,둔산3동,33967.59,4852.51,2022-11-15
1040,2021,04월,9,둔산3동상점가 주변 상권,m,남성,5,야간,3017066000,둔산3동,37535.71,5362.24,2022-11-15
1041,2021,04월,10,도마큰시장 주변 상권,f,여성,1,출근,3017052000,도마1동,17958.8,8979.4,2022-11-15
1042,2021,04월,10,도마큰시장 주변 상권,m,남성,1,출근,3017052000,도마1동,23483.11,11741.56,2022-11-15
1043,2021,04월,10,도마큰시장 주변 상권,f,여성,2,주간,3017052000,도마1동,218878.67,24319.85,2022-11-15
1044,2021,04월,10,도마큰시장 주변 상권,m,남성,2,주간,3017052000,도마1동,200460.57,22273.4,2022-11-15
1045,2021,04월,10,도마큰시장 주변 상권,f,여성,3,퇴근,3017052000,도마1동,34093.08,17046.54,2022-11-15
1046,2021,04월,10,도마큰시장 주변 상권,m,남성,3,퇴근,3017052000,도마1동,35528,17764,2022-11-15
1047,2021,04월,10,도마큰시장 주변 상권,f,여성,4,저녁,3017052000,도마1동,45657.85,11414.47,2022-11-15
1048,2021,04월,10,도마큰시장 주변 상권,m,남성,4,저녁,3017052000,도마1동,49374.18,12343.55,2022-11-15
1049,2021,04월,10,도마큰시장 주변 상권,f,여성,5,야간,3017052000,도마1동,19252.9,2750.41,2022-11-15
1050,2021,04월,10,도마큰시장 주변 상권,m,남성,5,야간,3017052000,도마1동,26296.44,3756.64,2022-11-15
1051,2021,04월,10,도마큰시장 주변 상권,f,여성,1,출근,3017053000,도마2동,725.91,362.96,2022-11-15
1052,2021,04월,10,도마큰시장 주변 상권,m,남성,1,출근,3017053000,도마2동,1001.54,500.77,2022-11-15
1053,2021,04월,10,도마큰시장 주변 상권,f,여성,2,주간,3017053000,도마2동,9857.56,1095.28,2022-11-15
1054,2021,04월,10,도마큰시장 주변 상권,m,남성,2,주간,3017053000,도마2동,9448.06,1049.79,2022-11-15
1055,2021,04월,10,도마큰시장 주변 상권,f,여성,3,퇴근,3017053000,도마2동,1415.61,707.81,2022-11-15
1056,2021,04월,10,도마큰시장 주변 상권,m,남성,3,퇴근,3017053000,도마2동,1610.18,805.09,2022-11-15
1057,2021,04월,10,도마큰시장 주변 상권,f,여성,4,저녁,3017053000,도마2동,1634.98,408.76,2022-11-15
1058,2021,04월,10,도마큰시장 주변 상권,m,남성,4,저녁,3017053000,도마2동,1970.68,492.69,2022-11-15
1059,2021,04월,10,도마큰시장 주변 상권,f,여성,5,야간,3017053000,도마2동,683.95,97.71,2022-11-15
1060,2021,04월,10,도마큰시장 주변 상권,m,남성,5,야간,3017053000,도마2동,1032.21,147.46,2022-11-15
1061,2021,04월,11,이마트 트레이더스 월평점 주변 상권,f,여성,1,출근,3017058600,월평1동,24435.77,12217.89,2022-11-15
1062,2021,04월,11,이마트 트레이더스 월평점 주변 상권,m,남성,1,출근,3017058600,월평1동,33419.89,16709.95,2022-11-15
1063,2021,04월,11,이마트 트레이더스 월평점 주변 상권,f,여성,2,주간,3017058600,월평1동,183402.31,20378.03,2022-11-15
1064,2021,04월,11,이마트 트레이더스 월평점 주변 상권,m,남성,2,주간,3017058600,월평1동,235308.04,26145.34,2022-11-15
1065,2021,04월,11,이마트 트레이더스 월평점 주변 상권,f,여성,3,퇴근,3017058600,월평1동,53721.69,26860.85,2022-11-15
1066,2021,04월,11,이마트 트레이더스 월평점 주변 상권,m,남성,3,퇴근,3017058600,월평1동,72424.79,36212.4,2022-11-15
1067,2021,04월,11,이마트 트레이더스 월평점 주변 상권,f,여성,4,저녁,3017058600,월평1동,101308.45,25327.13,2022-11-15
1068,2021,04월,11,이마트 트레이더스 월평점 주변 상권,m,남성,4,저녁,3017058600,월평1동,141437.24,35359.32,2022-11-15
1069,2021,04월,11,이마트 트레이더스 월평점 주변 상권,f,여성,5,야간,3017058600,월평1동,53955.12,7707.87,2022-11-15
1070,2021,04월,11,이마트 트레이더스 월평점 주변 상권,m,남성,5,야간,3017058600,월평1동,86538.77,12362.68,2022-11-15
1071,2021,04월,11,이마트 트레이더스 월평점 주변 상권,f,여성,1,출근,3017058800,월평3동,4771.3,2385.65,2022-11-15
1072,2021,04월,11,이마트 트레이더스 월평점 주변 상권,m,남성,1,출근,3017058800,월평3동,5506.66,2753.33,2022-11-15
1073,2021,04월,11,이마트 트레이더스 월평점 주변 상권,f,여성,2,주간,3017058800,월평3동,34529.07,3836.57,2022-11-15
1074,2021,04월,11,이마트 트레이더스 월평점 주변 상권,m,남성,2,주간,3017058800,월평3동,35941.83,3993.54,2022-11-15
1075,2021,04월,11,이마트 트레이더스 월평점 주변 상권,f,여성,3,퇴근,3017058800,월평3동,9580.69,4790.35,2022-11-15
1076,2021,04월,11,이마트 트레이더스 월평점 주변 상권,m,남성,3,퇴근,3017058800,월평3동,10482.34,5241.17,2022-11-15
1077,2021,04월,11,이마트 트레이더스 월평점 주변 상권,f,여성,4,저녁,3017058800,월평3동,19203.8,4800.96,2022-11-15
1078,2021,04월,11,이마트 트레이더스 월평점 주변 상권,m,남성,4,저녁,3017058800,월평3동,21243.1,5310.78,2022-11-15
1079,2021,04월,11,이마트 트레이더스 월평점 주변 상권,f,여성,5,야간,3017058800,월평3동,7355.57,1050.8,2022-11-15
1080,2021,04월,11,이마트 트레이더스 월평점 주변 상권,m,남성,5,야간,3017058800,월평3동,9803,1400.43,2022-11-15
1081,2021,04월,12,세이디에스탄방점 주변 상권,f,여성,1,출근,3017055500,탄방동,42827.95,21413.98,2022-11-15
1082,2021,04월,12,세이디에스탄방점 주변 상권,m,남성,1,출근,3017055500,탄방동,42264.92,21132.46,2022-11-15
1083,2021,04월,12,세이디에스탄방점 주변 상권,f,여성,2,주간,3017055500,탄방동,446412.35,49601.37,2022-11-15
1084,2021,04월,12,세이디에스탄방점 주변 상권,m,남성,2,주간,3017055500,탄방동,381792.34,42421.37,2022-11-15
1085,2021,04월,12,세이디에스탄방점 주변 상권,f,여성,3,퇴근,3017055500,탄방동,118747.28,59373.64,2022-11-15
1086,2021,04월,12,세이디에스탄방점 주변 상권,m,남성,3,퇴근,3017055500,탄방동,108921.68,54460.84,2022-11-15
1087,2021,04월,12,세이디에스탄방점 주변 상권,f,여성,4,저녁,3017055500,탄방동,183052.39,45763.11,2022-11-15
1088,2021,04월,12,세이디에스탄방점 주변 상권,m,남성,4,저녁,3017055500,탄방동,173409.58,43352.41,2022-11-15
1089,2021,04월,12,세이디에스탄방점 주변 상권,f,여성,5,야간,3017055500,탄방동,55637.83,7948.26,2022-11-15
1090,2021,04월,12,세이디에스탄방점 주변 상권,m,남성,5,야간,3017055500,탄방동,65964.74,9423.54,2022-11-15
1091,2021,04월,12,세이디에스탄방점 주변 상권,f,여성,1,출근,3017063000,둔산1동,14753.19,7376.6,2022-11-15
1092,2021,04월,12,세이디에스탄방점 주변 상권,m,남성,1,출근,3017063000,둔산1동,16154.49,8077.25,2022-11-15
1093,2021,04월,12,세이디에스탄방점 주변 상권,f,여성,2,주간,3017063000,둔산1동,178220.49,19802.28,2022-11-15
1094,2021,04월,12,세이디에스탄방점 주변 상권,m,남성,2,주간,3017063000,둔산1동,164145.09,18238.34,2022-11-15
1095,2021,04월,12,세이디에스탄방점 주변 상권,f,여성,3,퇴근,3017063000,둔산1동,43884.24,21942.12,2022-11-15
1096,2021,04월,12,세이디에스탄방점 주변 상권,m,남성,3,퇴근,3017063000,둔산1동,45145.12,22572.56,2022-11-15
1097,2021,04월,12,세이디에스탄방점 주변 상권,f,여성,4,저녁,3017063000,둔산1동,54509.42,13627.37,2022-11-15
1098,2021,04월,12,세이디에스탄방점 주변 상권,m,남성,4,저녁,3017063000,둔산1동,61496.65,15374.18,2022-11-15
1099,2021,04월,12,세이디에스탄방점 주변 상권,f,여성,5,야간,3017063000,둔산1동,18143.14,2591.88,2022-11-15
1100,2021,04월,12,세이디에스탄방점 주변 상권,m,남성,5,야간,3017063000,둔산1동,24282.1,3468.87,2022-11-15
1101,2021,04월,13,대전시청역 주변 상권,f,여성,1,출근,3017055500,탄방동,4148.17,2074.09,2022-11-15
1102,2021,04월,13,대전시청역 주변 상권,m,남성,1,출근,3017055500,탄방동,5399.6,2699.8,2022-11-15
1103,2021,04월,13,대전시청역 주변 상권,f,여성,2,주간,3017055500,탄방동,57050.55,6338.96,2022-11-15
1104,2021,04월,13,대전시청역 주변 상권,m,남성,2,주간,3017055500,탄방동,54501.85,6055.76,2022-11-15
1105,2021,04월,13,대전시청역 주변 상권,f,여성,3,퇴근,3017055500,탄방동,12243.71,6121.86,2022-11-15
1106,2021,04월,13,대전시청역 주변 상권,m,남성,3,퇴근,3017055500,탄방동,12773.31,6386.66,2022-11-15
1107,2021,04월,13,대전시청역 주변 상권,f,여성,4,저녁,3017055500,탄방동,12966.33,3241.6,2022-11-15
1108,2021,04월,13,대전시청역 주변 상권,m,남성,4,저녁,3017055500,탄방동,15426.49,3856.64,2022-11-15
1109,2021,04월,13,대전시청역 주변 상권,f,여성,5,야간,3017055500,탄방동,3570.13,510.02,2022-11-15
1110,2021,04월,13,대전시청역 주변 상권,m,남성,5,야간,3017055500,탄방동,5832.63,833.24,2022-11-15
1111,2021,04월,13,대전시청역 주변 상권,f,여성,1,출근,3017063000,둔산1동,56950.42,28475.21,2022-11-15
1112,2021,04월,13,대전시청역 주변 상권,m,남성,1,출근,3017063000,둔산1동,71370.59,35685.3,2022-11-15
1113,2021,04월,13,대전시청역 주변 상권,f,여성,2,주간,3017063000,둔산1동,725409.46,80601.05,2022-11-15
1114,2021,04월,13,대전시청역 주변 상권,m,남성,2,주간,3017063000,둔산1동,708786.2,78754.02,2022-11-15
1115,2021,04월,13,대전시청역 주변 상권,f,여성,3,퇴근,3017063000,둔산1동,154728.82,77364.41,2022-11-15
1116,2021,04월,13,대전시청역 주변 상권,m,남성,3,퇴근,3017063000,둔산1동,162197.67,81098.84,2022-11-15
1117,2021,04월,13,대전시청역 주변 상권,f,여성,4,저녁,3017063000,둔산1동,171705.7,42926.43,2022-11-15
1118,2021,04월,13,대전시청역 주변 상권,m,남성,4,저녁,3017063000,둔산1동,202781.53,50695.39,2022-11-15
1119,2021,04월,13,대전시청역 주변 상권,f,여성,5,야간,3017063000,둔산1동,55051.71,7864.53,2022-11-15
1120,2021,04월,13,대전시청역 주변 상권,m,남성,5,야간,3017063000,둔산1동,83980.86,11997.27,2022-11-15
1121,2021,04월,13,대전시청역 주변 상권,f,여성,1,출근,3017064000,둔산2동,414.76,207.38,2022-11-15
1122,2021,04월,13,대전시청역 주변 상권,m,남성,1,출근,3017064000,둔산2동,683.82,341.91,2022-11-15
1123,2021,04월,13,대전시청역 주변 상권,f,여성,2,주간,3017064000,둔산2동,5150.06,572.23,2022-11-15
1124,2021,04월,13,대전시청역 주변 상권,m,남성,2,주간,3017064000,둔산2동,6174.72,686.08,2022-11-15
1125,2021,04월,13,대전시청역 주변 상권,f,여성,3,퇴근,3017064000,둔산2동,776.67,388.34,2022-11-15
1126,2021,04월,13,대전시청역 주변 상권,m,남성,3,퇴근,3017064000,둔산2동,941.55,470.78,2022-11-15
1127,2021,04월,13,대전시청역 주변 상권,f,여성,4,저녁,3017064000,둔산2동,720.25,180.08,2022-11-15
1128,2021,04월,13,대전시청역 주변 상권,m,남성,4,저녁,3017064000,둔산2동,1025.99,256.51,2022-11-15
1129,2021,04월,13,대전시청역 주변 상권,f,여성,5,야간,3017064000,둔산2동,290.64,41.52,2022-11-15
1130,2021,04월,13,대전시청역 주변 상권,m,남성,5,야간,3017064000,둔산2동,524.96,75,2022-11-15
1131,2021,04월,14,서구 보건소 주변 상권,f,여성,1,출근,3017058700,월평2동,339.27,169.64,2022-11-15
1132,2021,04월,14,서구 보건소 주변 상권,m,남성,1,출근,3017058700,월평2동,390.2,195.1,2022-11-15
1133,2021,04월,14,서구 보건소 주변 상권,f,여성,2,주간,3017058700,월평2동,2746.83,305.2,2022-11-15
1134,2021,04월,14,서구 보건소 주변 상권,m,남성,2,주간,3017058700,월평2동,2847.85,316.43,2022-11-15
1135,2021,04월,14,서구 보건소 주변 상권,f,여성,3,퇴근,3017058700,월평2동,733,366.5,2022-11-15
1136,2021,04월,14,서구 보건소 주변 상권,m,남성,3,퇴근,3017058700,월평2동,774.14,387.07,2022-11-15
1137,2021,04월,14,서구 보건소 주변 상권,f,여성,4,저녁,3017058700,월평2동,1144.53,286.15,2022-11-15
1138,2021,04월,14,서구 보건소 주변 상권,m,남성,4,저녁,3017058700,월평2동,1228.1,307.04,2022-11-15
1139,2021,04월,14,서구 보건소 주변 상권,f,여성,5,야간,3017058700,월평2동,352.52,50.36,2022-11-15
1140,2021,04월,14,서구 보건소 주변 상권,m,남성,5,야간,3017058700,월평2동,481.34,68.76,2022-11-15
1141,2021,04월,14,서구 보건소 주변 상권,f,여성,1,출근,3017064000,둔산2동,1037,518.5,2022-11-15
1142,2021,04월,14,서구 보건소 주변 상권,m,남성,1,출근,3017064000,둔산2동,1266.67,633.34,2022-11-15
1143,2021,04월,14,서구 보건소 주변 상권,f,여성,2,주간,3017064000,둔산2동,10101.95,1122.44,2022-11-15
1144,2021,04월,14,서구 보건소 주변 상권,m,남성,2,주간,3017064000,둔산2동,10719.93,1191.11,2022-11-15
1145,2021,04월,14,서구 보건소 주변 상권,f,여성,3,퇴근,3017064000,둔산2동,2436.99,1218.5,2022-11-15
1146,2021,04월,14,서구 보건소 주변 상권,m,남성,3,퇴근,3017064000,둔산2동,2583.28,1291.64,2022-11-15
1147,2021,04월,14,서구 보건소 주변 상권,f,여성,4,저녁,3017064000,둔산2동,3426.51,856.64,2022-11-15
1148,2021,04월,14,서구 보건소 주변 상권,m,남성,4,저녁,3017064000,둔산2동,3727.72,931.94,2022-11-15
1149,2021,04월,14,서구 보건소 주변 상권,f,여성,5,야간,3017064000,둔산2동,807.79,115.4,2022-11-15
1150,2021,04월,14,서구 보건소 주변 상권,m,남성,5,야간,3017064000,둔산2동,1104.42,157.78,2022-11-15
1151,2021,04월,14,서구 보건소 주변 상권,f,여성,1,출근,3017065000,만년동,31302.49,15651.25,2022-11-15
1152,2021,04월,14,서구 보건소 주변 상권,m,남성,1,출근,3017065000,만년동,46525.97,23262.99,2022-11-15
1153,2021,04월,14,서구 보건소 주변 상권,f,여성,2,주간,3017065000,만년동,317269.26,35252.14,2022-11-15
1154,2021,04월,14,서구 보건소 주변 상권,m,남성,2,주간,3017065000,만년동,374309.93,41589.99,2022-11-15
1155,2021,04월,14,서구 보건소 주변 상권,f,여성,3,퇴근,3017065000,만년동,68615.95,34307.98,2022-11-15
1156,2021,04월,14,서구 보건소 주변 상권,m,남성,3,퇴근,3017065000,만년동,75497.56,37748.78,2022-11-15
1157,2021,04월,14,서구 보건소 주변 상권,f,여성,4,저녁,3017065000,만년동,101732.35,25433.1,2022-11-15
1158,2021,04월,14,서구 보건소 주변 상권,m,남성,4,저녁,3017065000,만년동,107806.57,26951.66,2022-11-15
1159,2021,04월,14,서구 보건소 주변 상권,f,여성,5,야간,3017065000,만년동,39600.79,5657.26,2022-11-15
1160,2021,04월,14,서구 보건소 주변 상권,m,남성,5,야간,3017065000,만년동,52119,7445.57,2022-11-15
1161,2021,05월,1,가수원상점가 주변 상권,f,여성,1,출근,3017059000,가수원동,23700.47,11850.24,2022-11-15
1162,2021,05월,1,가수원상점가 주변 상권,m,남성,1,출근,3017059000,가수원동,26424.44,13212.22,2022-11-15
1163,2021,05월,1,가수원상점가 주변 상권,f,여성,2,주간,3017059000,가수원동,183782.71,20420.3,2022-11-15
1164,2021,05월,1,가수원상점가 주변 상권,m,남성,2,주간,3017059000,가수원동,184766.29,20529.59,2022-11-15
1165,2021,05월,1,가수원상점가 주변 상권,f,여성,3,퇴근,3017059000,가수원동,49256.99,24628.5,2022-11-15
1166,2021,05월,1,가수원상점가 주변 상권,m,남성,3,퇴근,3017059000,가수원동,50172.28,25086.14,2022-11-15
1167,2021,05월,1,가수원상점가 주변 상권,f,여성,4,저녁,3017059000,가수원동,93393.67,23348.42,2022-11-15
1168,2021,05월,1,가수원상점가 주변 상권,m,남성,4,저녁,3017059000,가수원동,91839.83,22959.96,2022-11-15
1169,2021,05월,1,가수원상점가 주변 상권,f,여성,5,야간,3017059000,가수원동,44156.51,6308.07,2022-11-15
1170,2021,05월,1,가수원상점가 주변 상권,m,남성,5,야간,3017059000,가수원동,44561.01,6365.86,2022-11-15
1171,2021,05월,2,한민시장 주변 상권,f,여성,1,출근,3017056000,괴정동,26691.02,13345.51,2022-11-15
1172,2021,05월,2,한민시장 주변 상권,m,남성,1,출근,3017056000,괴정동,28670.32,14335.16,2022-11-15
1173,2021,05월,2,한민시장 주변 상권,f,여성,2,주간,3017056000,괴정동,214524.68,23836.08,2022-11-15
1174,2021,05월,2,한민시장 주변 상권,m,남성,2,주간,3017056000,괴정동,197139.56,21904.4,2022-11-15
1175,2021,05월,2,한민시장 주변 상권,f,여성,3,퇴근,3017056000,괴정동,63427.43,31713.72,2022-11-15
1176,2021,05월,2,한민시장 주변 상권,m,남성,3,퇴근,3017056000,괴정동,64622.45,32311.23,2022-11-15
1177,2021,05월,2,한민시장 주변 상권,f,여성,4,저녁,3017056000,괴정동,117142.46,29285.63,2022-11-15
1178,2021,05월,2,한민시장 주변 상권,m,남성,4,저녁,3017056000,괴정동,125571.01,31392.77,2022-11-15
1179,2021,05월,2,한민시장 주변 상권,f,여성,5,야간,3017056000,괴정동,54477.49,7782.5,2022-11-15
1180,2021,05월,2,한민시장 주변 상권,m,남성,5,야간,3017056000,괴정동,61776.04,8825.15,2022-11-15
1181,2021,05월,2,한민시장 주변 상권,f,여성,1,출근,3017057000,가장동,40477.1,20238.55,2022-11-15
1182,2021,05월,2,한민시장 주변 상권,m,남성,1,출근,3017057000,가장동,36233,18116.5,2022-11-15
1183,2021,05월,2,한민시장 주변 상권,f,여성,2,주간,3017057000,가장동,213280.55,23697.84,2022-11-15
1184,2021,05월,2,한민시장 주변 상권,m,남성,2,주간,3017057000,가장동,179577.33,19953.04,2022-11-15
1185,2021,05월,2,한민시장 주변 상권,f,여성,3,퇴근,3017057000,가장동,59980.97,29990.49,2022-11-15
1186,2021,05월,2,한민시장 주변 상권,m,남성,3,퇴근,3017057000,가장동,52606.59,26303.3,2022-11-15
1187,2021,05월,2,한민시장 주변 상권,f,여성,4,저녁,3017057000,가장동,132839.47,33209.88,2022-11-15
1188,2021,05월,2,한민시장 주변 상권,m,남성,4,저녁,3017057000,가장동,118455.36,29613.85,2022-11-15
1189,2021,05월,2,한민시장 주변 상권,f,여성,5,야간,3017057000,가장동,92409.37,13201.34,2022-11-15
1190,2021,05월,2,한민시장 주변 상권,m,남성,5,야간,3017057000,가장동,86755.08,12393.58,2022-11-15
1191,2021,05월,2,한민시장 주변 상권,f,여성,1,출근,3017057500,내동,5137.12,2568.56,2022-11-15
1192,2021,05월,2,한민시장 주변 상권,m,남성,1,출근,3017057500,내동,4754.7,2377.35,2022-11-15
1193,2021,05월,2,한민시장 주변 상권,f,여성,2,주간,3017057500,내동,32625.32,3625.04,2022-11-15
1194,2021,05월,2,한민시장 주변 상권,m,남성,2,주간,3017057500,내동,28179.36,3131.04,2022-11-15
1195,2021,05월,2,한민시장 주변 상권,f,여성,3,퇴근,3017057500,내동,9352.84,4676.42,2022-11-15
1196,2021,05월,2,한민시장 주변 상권,m,남성,3,퇴근,3017057500,내동,8222.22,4111.11,2022-11-15
1197,2021,05월,2,한민시장 주변 상권,f,여성,4,저녁,3017057500,내동,19511.13,4877.8,2022-11-15
1198,2021,05월,2,한민시장 주변 상권,m,남성,4,저녁,3017057500,내동,17770.34,4442.6,2022-11-15
1199,2021,05월,2,한민시장 주변 상권,f,여성,5,야간,3017057500,내동,10585.24,1512.18,2022-11-15
1200,2021,05월,2,한민시장 주변 상권,m,남성,5,야간,3017057500,내동,10370.73,1481.53,2022-11-15
1201,2021,05월,3,롯데백화점 주변 상권,f,여성,1,출근,3017055000,용문동,9110.71,4555.36,2022-11-15
1202,2021,05월,3,롯데백화점 주변 상권,m,남성,1,출근,3017055000,용문동,8966.68,4483.34,2022-11-15
1203,2021,05월,3,롯데백화점 주변 상권,f,여성,2,주간,3017055000,용문동,69226.73,7691.86,2022-11-15
1204,2021,05월,3,롯데백화점 주변 상권,m,남성,2,주간,3017055000,용문동,57260.98,6362.33,2022-11-15
1205,2021,05월,3,롯데백화점 주변 상권,f,여성,3,퇴근,3017055000,용문동,17026.95,8513.48,2022-11-15
1206,2021,05월,3,롯데백화점 주변 상권,m,남성,3,퇴근,3017055000,용문동,15224.09,7612.05,2022-11-15
1207,2021,05월,3,롯데백화점 주변 상권,f,여성,4,저녁,3017055000,용문동,34937.39,8734.36,2022-11-15
1208,2021,05월,3,롯데백화점 주변 상권,m,남성,4,저녁,3017055000,용문동,33070.75,8267.7,2022-11-15
1209,2021,05월,3,롯데백화점 주변 상권,f,여성,5,야간,3017055000,용문동,20558.32,2936.91,2022-11-15
1210,2021,05월,3,롯데백화점 주변 상권,m,남성,5,야간,3017055000,용문동,24619.16,3517.02,2022-11-15
1211,2021,05월,3,롯데백화점 주변 상권,f,여성,1,출근,3017055500,탄방동,23469.71,11734.86,2022-11-15
1212,2021,05월,3,롯데백화점 주변 상권,m,남성,1,출근,3017055500,탄방동,21985.51,10992.76,2022-11-15
1213,2021,05월,3,롯데백화점 주변 상권,f,여성,2,주간,3017055500,탄방동,176805.22,19645.03,2022-11-15
1214,2021,05월,3,롯데백화점 주변 상권,m,남성,2,주간,3017055500,탄방동,155597.63,17288.63,2022-11-15
1215,2021,05월,3,롯데백화점 주변 상권,f,여성,3,퇴근,3017055500,탄방동,45247.36,22623.68,2022-11-15
1216,2021,05월,3,롯데백화점 주변 상권,m,남성,3,퇴근,3017055500,탄방동,38616.06,19308.03,2022-11-15
1217,2021,05월,3,롯데백화점 주변 상권,f,여성,4,저녁,3017055500,탄방동,89555.68,22388.93,2022-11-15
1218,2021,05월,3,롯데백화점 주변 상권,m,남성,4,저녁,3017055500,탄방동,75137.25,18784.32,2022-11-15
1219,2021,05월,3,롯데백화점 주변 상권,f,여성,5,야간,3017055500,탄방동,37310.02,5330,2022-11-15
1220,2021,05월,3,롯데백화점 주변 상권,m,남성,5,야간,3017055500,탄방동,37636.54,5376.65,2022-11-15
